Coin;Date;Open;High;Low;Close;Adj Close;Volume
Chiliz;24.09.2019;0.005416;0.005677;0.004182;0.004391;0.004391;2078700
Chiliz;25.09.2019;0.00438;0.004582;0.00406;0.00443;0.00443;1705712
Chiliz;26.09.2019;0.004429;0.004752;0.00407;0.0043;0.0043;2517001
Chiliz;27.09.2019;0.004302;0.00433;0.004001;0.00413;0.00413;1948128
Chiliz;28.09.2019;0.004133;0.004333;0.004097;0.004209;0.004209;1930002
Chiliz;29.09.2019;0.004244;0.004375;0.004059;0.004148;0.004148;1590505
Chiliz;30.09.2019;0.004148;0.00475;0.004058;0.004258;0.004258;1490164
Chiliz;01.10.2019;0.004264;0.004828;0.004253;0.004731;0.004731;2201206
Chiliz;02.10.2019;0.004731;0.004765;0.004361;0.004512;0.004512;3935836
Chiliz;03.10.2019;0.004512;0.004607;0.004277;0.004387;0.004387;1605898
Chiliz;04.10.2019;0.004386;0.004593;0.004197;0.004379;0.004379;2432964
Chiliz;05.10.2019;0.004379;0.004554;0.004283;0.004409;0.004409;1855743
Chiliz;06.10.2019;0.004431;0.004652;0.004366;0.004623;0.004623;2156685
Chiliz;07.10.2019;0.004643;0.0051;0.004519;0.00475;0.00475;3641022
Chiliz;08.10.2019;0.004738;0.005142;0.00468;0.004934;0.004934;3280209
Chiliz;09.10.2019;0.004934;0.005522;0.004854;0.005003;0.005003;3699928
Chiliz;10.10.2019;0.005008;0.005445;0.00488;0.005148;0.005148;3680586
Chiliz;11.10.2019;0.005148;0.005204;0.004809;0.005007;0.005007;2975151
Chiliz;12.10.2019;0.004993;0.005143;0.004777;0.004812;0.004812;2712660
Chiliz;13.10.2019;0.004814;0.005113;0.004792;0.005017;0.005017;2746482
Chiliz;14.10.2019;0.005017;0.005414;0.004965;0.005336;0.005336;1929190
Chiliz;15.10.2019;0.005339;0.006444;0.005011;0.005345;0.005345;2218162
Chiliz;16.10.2019;0.005345;0.007408;0.005077;0.007003;0.007003;4855475
Chiliz;17.10.2019;0.006984;0.007383;0.006083;0.006536;0.006536;3050551
Chiliz;18.10.2019;0.006536;0.009073;0.006504;0.00859;0.00859;10206013
Chiliz;19.10.2019;0.008537;0.009363;0.007565;0.00764;0.00764;9694262
Chiliz;20.10.2019;0.007695;0.010386;0.007535;0.009866;0.009866;10392454
Chiliz;21.10.2019;0.009873;0.010589;0.009249;0.009598;0.009598;8375887
Chiliz;22.10.2019;0.009598;0.010163;0.009459;0.009738;0.009738;5131857
Chiliz;23.10.2019;0.009737;0.009749;0.008384;0.008575;0.008575;3959572
Chiliz;24.10.2019;0.008578;0.00899;0.007892;0.00899;0.00899;2700099
Chiliz;25.10.2019;0.00899;0.011454;0.007853;0.010767;0.010767;12800415
Chiliz;26.10.2019;0.010776;0.011904;0.010006;0.010496;0.010496;7341650
Chiliz;27.10.2019;0.010496;0.010924;0.009802;0.009862;0.009862;4815572
Chiliz;28.10.2019;0.009853;0.010097;0.009196;0.009357;0.009357;3905824
Chiliz;29.10.2019;0.009405;0.011062;0.009362;0.010917;0.010917;6196270
Chiliz;30.10.2019;0.010924;0.011338;0.010594;0.010816;0.010816;5354324
Chiliz;31.10.2019;0.010805;0.011241;0.010525;0.010867;0.010867;4393719
Chiliz;01.11.2019;0.010809;0.01189;0.01072;0.011834;0.011834;3727433
Chiliz;02.11.2019;0.011834;0.014344;0.011602;0.013863;0.013863;10534316
Chiliz;03.11.2019;0.013992;0.016847;0.013793;0.015936;0.015936;15507961
Chiliz;04.11.2019;0.015925;0.019451;0.01554;0.017339;0.017339;21934365
Chiliz;05.11.2019;0.017339;0.019135;0.015489;0.015876;0.015876;18826479
Chiliz;06.11.2019;0.015876;0.017079;0.014963;0.015416;0.015416;14645235
Chiliz;07.11.2019;0.015411;0.015489;0.01303;0.014296;0.014296;14747882
Chiliz;08.11.2019;0.014416;0.014647;0.012562;0.012672;0.012672;7417872
Chiliz;09.11.2019;0.012859;0.014366;0.012534;0.013206;0.013206;5160862
Chiliz;10.11.2019;0.013231;0.013791;0.012623;0.01287;0.01287;3983520
Chiliz;11.11.2019;0.01287;0.013688;0.012639;0.012829;0.012829;4861197
Chiliz;12.11.2019;0.012832;0.013791;0.01277;0.013643;0.013643;7195051
Chiliz;13.11.2019;0.013641;0.015144;0.013438;0.014383;0.014383;9134888
Chiliz;14.11.2019;0.014383;0.014879;0.013715;0.01439;0.01439;9316182
Chiliz;15.11.2019;0.01439;0.014674;0.013467;0.013766;0.013766;5343338
Chiliz;16.11.2019;0.01359;0.014196;0.013454;0.013499;0.013499;3293294
Chiliz;17.11.2019;0.013499;0.014458;0.013345;0.013387;0.013387;3228815
Chiliz;18.11.2019;0.013385;0.014276;0.012647;0.012974;0.012974;3160225
Chiliz;19.11.2019;0.012979;0.013281;0.012111;0.012481;0.012481;2962808
Chiliz;20.11.2019;0.012481;0.012719;0.011694;0.012043;0.012043;2727219
Chiliz;21.11.2019;0.012048;0.012239;0.010902;0.011072;0.011072;3086340
Chiliz;22.11.2019;0.011072;0.011602;0.009632;0.010345;0.010345;4682735
Chiliz;23.11.2019;0.010349;0.0119;0.009869;0.011594;0.011594;6146763
Chiliz;24.11.2019;0.011753;0.011949;0.010752;0.010799;0.010799;3518077
Chiliz;25.11.2019;0.010716;0.011217;0.009966;0.010928;0.010928;3045341
Chiliz;26.11.2019;0.010923;0.011758;0.010537;0.011535;0.011535;4667861
Chiliz;27.11.2019;0.01146;0.012703;0.010875;0.01246;0.01246;4867782
Chiliz;28.11.2019;0.012463;0.013399;0.011806;0.011834;0.011834;7572400
Chiliz;29.11.2019;0.011883;0.012199;0.011448;0.012025;0.012025;3906183
Chiliz;30.11.2019;0.012025;0.01236;0.011069;0.011631;0.011631;2576145
Chiliz;01.12.2019;0.011596;0.011888;0.010451;0.011107;0.011107;3124651
Chiliz;02.12.2019;0.011137;0.011688;0.011083;0.01135;0.01135;2834581
Chiliz;03.12.2019;0.01135;0.011768;0.010864;0.011317;0.011317;3346979
Chiliz;04.12.2019;0.011314;0.01133;0.010289;0.010458;0.010458;3651719
Chiliz;05.12.2019;0.010458;0.010588;0.009822;0.01005;0.01005;2743052
Chiliz;06.12.2019;0.010314;0.011019;0.009903;0.010162;0.010162;3409088
Chiliz;07.12.2019;0.010154;0.010458;0.009832;0.009963;0.009963;2108544
Chiliz;08.12.2019;0.009963;0.010412;0.009583;0.009724;0.009724;2348813
Chiliz;09.12.2019;0.009725;0.0101;0.00937;0.009445;0.009445;2403408
Chiliz;10.12.2019;0.009444;0.009568;0.008333;0.008541;0.008541;3195656
Chiliz;11.12.2019;0.008535;0.009564;0.008468;0.009232;0.009232;2881736
Chiliz;12.12.2019;0.009272;0.009377;0.008601;0.008668;0.008668;2325382
Chiliz;13.12.2019;0.008903;0.009108;0.008693;0.009032;0.009032;1649760
Chiliz;14.12.2019;0.008942;0.009086;0.008143;0.008326;0.008326;1890029
Chiliz;15.12.2019;0.008326;0.008438;0.007247;0.00793;0.00793;2027794
Chiliz;16.12.2019;0.00793;0.008062;0.007232;0.007534;0.007534;1753968
Chiliz;17.12.2019;0.007534;0.007811;0.006828;0.006872;0.006872;1566438
Chiliz;18.12.2019;0.006872;0.00806;0.006856;0.007872;0.007872;2342376
Chiliz;19.12.2019;0.007872;0.008344;0.007532;0.008337;0.008337;2002687
Chiliz;20.12.2019;0.008337;0.008482;0.007974;0.008317;0.008317;1673369
Chiliz;21.12.2019;0.008317;0.008405;0.007938;0.008253;0.008253;2177603
Chiliz;22.12.2019;0.008254;0.008294;0.007718;0.007878;0.007878;1859174
Chiliz;23.12.2019;0.007884;0.008295;0.007205;0.007394;0.007394;1372736
Chiliz;24.12.2019;0.007407;0.00796;0.007306;0.007671;0.007671;1794172
Chiliz;25.12.2019;0.007671;0.007965;0.007526;0.007696;0.007696;1578683
Chiliz;26.12.2019;0.007706;0.007949;0.007463;0.007604;0.007604;2231996
Chiliz;27.12.2019;0.00761;0.007832;0.007475;0.007754;0.007754;1859233
Chiliz;28.12.2019;0.007754;0.007846;0.007479;0.007558;0.007558;1518055
Chiliz;29.12.2019;0.007554;0.007827;0.007311;0.007431;0.007431;1619056
Chiliz;30.12.2019;0.007438;0.007513;0.00684;0.006871;0.006871;1974597
Chiliz;31.12.2019;0.006877;0.0073;0.006745;0.007087;0.007087;2238651
Chiliz;01.01.2020;0.007083;0.007191;0.006617;0.006654;0.006654;1317886
Chiliz;02.01.2020;0.006872;0.007103;0.006531;0.006654;0.006654;1744642
Chiliz;03.01.2020;0.006663;0.007224;0.006481;0.007224;0.007224;1576366
Chiliz;04.01.2020;0.007223;0.008008;0.006877;0.007601;0.007601;4369148
Chiliz;05.01.2020;0.007591;0.008054;0.007475;0.007661;0.007661;2877150
Chiliz;06.01.2020;0.007659;0.007847;0.007385;0.007539;0.007539;2213039
Chiliz;07.01.2020;0.007539;0.007729;0.0072;0.00741;0.00741;2247311
Chiliz;08.01.2020;0.00741;0.007579;0.007037;0.007118;0.007118;3346349
Chiliz;09.01.2020;0.007138;0.007227;0.006859;0.007104;0.007104;1428432
Chiliz;10.01.2020;0.007103;0.007204;0.006759;0.006841;0.006841;1478128
Chiliz;11.01.2020;0.006841;0.007223;0.006748;0.00688;0.00688;1540915
Chiliz;12.01.2020;0.006922;0.007246;0.006844;0.006964;0.006964;1051533
Chiliz;13.01.2020;0.006973;0.007274;0.006815;0.006879;0.006879;1663632
Chiliz;14.01.2020;0.006881;0.007531;0.006771;0.007327;0.007327;2023331
Chiliz;15.01.2020;0.007318;0.007494;0.007036;0.007232;0.007232;2027396
Chiliz;16.01.2020;0.007292;0.007319;0.007018;0.007244;0.007244;1776175
Chiliz;17.01.2020;0.007188;0.007614;0.006873;0.007449;0.007449;1878880
Chiliz;18.01.2020;0.007446;0.007831;0.007276;0.007403;0.007403;1766414
Chiliz;19.01.2020;0.007403;0.008174;0.006805;0.006887;0.006887;1322188
Chiliz;20.01.2020;0.006887;0.007234;0.006744;0.007173;0.007173;2051906
Chiliz;21.01.2020;0.007169;0.007696;0.007052;0.007266;0.007266;3165624
Chiliz;22.01.2020;0.007259;0.007743;0.007244;0.007563;0.007563;1928383
Chiliz;23.01.2020;0.007562;0.00764;0.007025;0.00722;0.00722;3001483
Chiliz;24.01.2020;0.00722;0.007328;0.006628;0.007005;0.007005;2536103
Chiliz;25.01.2020;0.006998;0.007225;0.006713;0.007133;0.007133;1507206
Chiliz;26.01.2020;0.007148;0.007282;0.006734;0.007145;0.007145;1880613
Chiliz;27.01.2020;0.00715;0.007292;0.006805;0.006905;0.006905;1520952
Chiliz;28.01.2020;0.006927;0.007529;0.006822;0.007169;0.007169;1984105
Chiliz;29.01.2020;0.007276;0.007699;0.006783;0.006911;0.006911;1667597
Chiliz;30.01.2020;0.00691;0.007453;0.006683;0.007234;0.007234;1808811
Chiliz;31.01.2020;0.007233;0.007535;0.006763;0.007069;0.007069;1522014
Chiliz;01.02.2020;0.007046;0.007644;0.006928;0.007306;0.007306;1520871
Chiliz;02.02.2020;0.007304;0.008229;0.007048;0.007965;0.007965;1992297
Chiliz;03.02.2020;0.007965;0.008472;0.007555;0.00819;0.00819;2498942
Chiliz;04.02.2020;0.008191;0.009208;0.007863;0.008708;0.008708;3713196
Chiliz;05.02.2020;0.008707;0.009121;0.008054;0.008871;0.008871;4284965
Chiliz;06.02.2020;0.008871;0.010311;0.008486;0.010072;0.010072;5559742
Chiliz;07.02.2020;0.01006;0.010582;0.009343;0.009666;0.009666;4376600
Chiliz;08.02.2020;0.009844;0.010353;0.009041;0.009287;0.009287;2266852
Chiliz;09.02.2020;0.009286;0.010704;0.009032;0.010602;0.010602;3655216
Chiliz;10.02.2020;0.01061;0.010731;0.009593;0.01033;0.01033;4300461
Chiliz;11.02.2020;0.010337;0.011448;0.009908;0.011184;0.011184;5453418
Chiliz;12.02.2020;0.011183;0.013693;0.011121;0.01304;0.01304;6646497
Chiliz;13.02.2020;0.01304;0.019174;0.012833;0.016683;0.016683;45182329
Chiliz;14.02.2020;0.01657;0.017591;0.014594;0.015155;0.015155;25797912
Chiliz;15.02.2020;0.015155;0.015959;0.013621;0.014037;0.014037;16366626
Chiliz;16.02.2020;0.014042;0.014536;0.012223;0.0136;0.0136;13503662
Chiliz;17.02.2020;0.013571;0.014956;0.013232;0.013904;0.013904;17207976
Chiliz;18.02.2020;0.013903;0.014013;0.013232;0.01372;0.01372;9335311
Chiliz;19.02.2020;0.013716;0.014905;0.013187;0.013357;0.013357;10018309
Chiliz;20.02.2020;0.013264;0.013703;0.012881;0.013113;0.013113;10027112
Chiliz;21.02.2020;0.013105;0.013774;0.013059;0.013578;0.013578;7596990
Chiliz;22.02.2020;0.01362;0.013664;0.013069;0.01324;0.01324;8318104
Chiliz;23.02.2020;0.01324;0.013478;0.012863;0.01346;0.01346;7497147
Chiliz;24.02.2020;0.013491;0.014163;0.012676;0.013046;0.013046;12011125
Chiliz;25.02.2020;0.013023;0.013259;0.011585;0.011806;0.011806;8798743
Chiliz;26.02.2020;0.011769;0.011947;0.010101;0.010601;0.010601;9038241
Chiliz;27.02.2020;0.010628;0.011297;0.010041;0.010631;0.010631;6414313
Chiliz;28.02.2020;0.010633;0.011173;0.010303;0.010784;0.010784;4472219
Chiliz;29.02.2020;0.010678;0.011372;0.010471;0.010504;0.010504;2825026
Chiliz;01.03.2020;0.010488;0.011909;0.010407;0.011832;0.011832;5292183
Chiliz;02.03.2020;0.011732;0.01237;0.011397;0.011762;0.011762;5283697
Chiliz;03.03.2020;0.011755;0.012252;0.011549;0.011978;0.011978;4701919
Chiliz;04.03.2020;0.011989;0.013698;0.011814;0.012892;0.012892;9193327
Chiliz;05.03.2020;0.012884;0.013707;0.012456;0.012772;0.012772;8860926
Chiliz;06.03.2020;0.012772;0.013519;0.012418;0.013072;0.013072;12534222
Chiliz;07.03.2020;0.013071;0.013585;0.012308;0.012427;0.012427;13470531
Chiliz;08.03.2020;0.012427;0.012434;0.010559;0.010595;0.010595;8962119
Chiliz;09.03.2020;0.010589;0.010813;0.00985;0.010345;0.010345;8783251
Chiliz;10.03.2020;0.010351;0.010844;0.010236;0.010627;0.010627;7487471
Chiliz;11.03.2020;0.010634;0.01123;0.010008;0.010929;0.010929;10910200
Chiliz;12.03.2020;0.01093;0.011004;0.005303;0.005421;0.005421;16378312
Chiliz;13.03.2020;0.005315;0.006931;0.004194;0.006134;0.006134;4306309
Chiliz;14.03.2020;0.006183;0.006585;0.005492;0.005669;0.005669;1585012
Chiliz;15.03.2020;0.005669;0.006163;0.005528;0.005813;0.005813;1364308
Chiliz;16.03.2020;0.005812;0.005812;0.004854;0.005151;0.005151;1831488
Chiliz;17.03.2020;0.005149;0.00578;0.005132;0.005484;0.005484;1369935
Chiliz;18.03.2020;0.005492;0.005661;0.005141;0.005198;0.005198;2328735
Chiliz;19.03.2020;0.005198;0.006452;0.005178;0.006311;0.006311;3569881
Chiliz;20.03.2020;0.006306;0.00694;0.005596;0.006007;0.006007;2190279
Chiliz;21.03.2020;0.006007;0.006193;0.005731;0.005966;0.005966;1848401
Chiliz;22.03.2020;0.006006;0.006099;0.005479;0.005495;0.005495;1709443
Chiliz;23.03.2020;0.005495;0.006041;0.005347;0.006034;0.006034;949544
Chiliz;24.03.2020;0.00604;0.006368;0.005983;0.006163;0.006163;767674
Chiliz;25.03.2020;0.006162;0.006366;0.00604;0.006193;0.006193;575334
Chiliz;26.03.2020;0.006193;0.006754;0.006168;0.006698;0.006698;1253548
Chiliz;27.03.2020;0.006699;0.007183;0.006517;0.006527;0.006527;2947380
Chiliz;28.03.2020;0.00649;0.006526;0.006062;0.006345;0.006345;1315858
Chiliz;29.03.2020;0.006346;0.006401;0.005918;0.006124;0.006124;1094108
Chiliz;30.03.2020;0.005993;0.006766;0.005933;0.006394;0.006394;2854633
Chiliz;31.03.2020;0.006378;0.006517;0.006297;0.006387;0.006387;1452165
Chiliz;01.04.2020;0.006387;0.00652;0.006207;0.006513;0.006513;1451377
Chiliz;02.04.2020;0.006525;0.006844;0.006422;0.006497;0.006497;1593019
Chiliz;03.04.2020;0.006511;0.007796;0.006438;0.006854;0.006854;9247736
Chiliz;04.04.2020;0.006863;0.007377;0.006641;0.006989;0.006989;1867255
Chiliz;05.04.2020;0.006997;0.007091;0.006541;0.006655;0.006655;1736643
Chiliz;06.04.2020;0.006661;0.007161;0.006524;0.00689;0.00689;2902727
Chiliz;07.04.2020;0.006891;0.007269;0.006796;0.006888;0.006888;2082135
Chiliz;08.04.2020;0.006885;0.00714;0.006795;0.007021;0.007021;1590926
Chiliz;09.04.2020;0.006905;0.007203;0.006802;0.007046;0.007046;2099221
Chiliz;10.04.2020;0.007069;0.007097;0.006159;0.006425;0.006425;2067497
Chiliz;11.04.2020;0.006425;0.006581;0.006127;0.006231;0.006231;737026
Chiliz;12.04.2020;0.006229;0.006704;0.006168;0.006428;0.006428;1215245
Chiliz;13.04.2020;0.006431;0.00694;0.006165;0.006675;0.006675;1930473
Chiliz;14.04.2020;0.006675;0.006897;0.00646;0.006499;0.006499;2188244
Chiliz;15.04.2020;0.006503;0.006621;0.006174;0.006243;0.006243;1554907
Chiliz;16.04.2020;0.006205;0.006879;0.006145;0.006803;0.006803;2778006
Chiliz;17.04.2020;0.006788;0.008068;0.006754;0.006766;0.006766;29468802
Chiliz;18.04.2020;0.006766;0.006932;0.006633;0.006892;0.006892;4031960
Chiliz;19.04.2020;0.006889;0.006929;0.006734;0.006755;0.006755;1806317
Chiliz;20.04.2020;0.006754;0.006826;0.006404;0.00644;0.00644;1932216
Chiliz;21.04.2020;0.006441;0.006509;0.006312;0.006437;0.006437;1833588
Chiliz;22.04.2020;0.00644;0.006682;0.00639;0.006573;0.006573;1350812
Chiliz;23.04.2020;0.006586;0.006861;0.006468;0.006752;0.006752;2721760
Chiliz;24.04.2020;0.006743;0.006884;0.006702;0.006793;0.006793;2126432
Chiliz;25.04.2020;0.006779;0.006953;0.006731;0.006801;0.006801;1894778
Chiliz;26.04.2020;0.006802;0.006907;0.006757;0.00685;0.00685;1814334
Chiliz;27.04.2020;0.006855;0.007265;0.006824;0.007138;0.007138;4211631
Chiliz;28.04.2020;0.00714;0.007319;0.007063;0.007319;0.007319;2461084
Chiliz;29.04.2020;0.007313;0.007554;0.007237;0.007422;0.007422;4538936
Chiliz;30.04.2020;0.007421;0.007869;0.007046;0.007257;0.007257;4425003
Chiliz;01.05.2020;0.007257;0.007666;0.007245;0.007515;0.007515;2637421
Chiliz;02.05.2020;0.007522;0.007902;0.007499;0.007863;0.007863;4269379
Chiliz;03.05.2020;0.007867;0.008043;0.00753;0.007647;0.007647;2928613
Chiliz;04.05.2020;0.007648;0.008557;0.007415;0.008501;0.008501;9759422
Chiliz;05.05.2020;0.008504;0.009764;0.008233;0.009408;0.009408;13621350
Chiliz;06.05.2020;0.00939;0.011309;0.009327;0.010516;0.010516;26881299
Chiliz;07.05.2020;0.010516;0.012139;0.009525;0.009804;0.009804;38429030
Chiliz;08.05.2020;0.009804;0.010687;0.009804;0.009876;0.009876;10797407
Chiliz;09.05.2020;0.009878;0.010011;0.009394;0.009399;0.009399;6001901
Chiliz;10.05.2020;0.009364;0.009388;0.007873;0.008378;0.008378;7544659
Chiliz;11.05.2020;0.0084;0.009166;0.008332;0.008722;0.008722;9901125
Chiliz;12.05.2020;0.008722;0.009231;0.008651;0.009098;0.009098;5816892
Chiliz;13.05.2020;0.009096;0.010141;0.009096;0.009988;0.009988;10245155
Chiliz;14.05.2020;0.009988;0.010068;0.009651;0.009903;0.009903;7439483
Chiliz;15.05.2020;0.009911;0.009911;0.009256;0.009342;0.009342;4903226
Chiliz;16.05.2020;0.009351;0.009832;0.009258;0.009803;0.009803;4905665
Chiliz;17.05.2020;0.009742;0.009933;0.009602;0.009645;0.009645;3362313
Chiliz;18.05.2020;0.009643;0.0099;0.009433;0.009611;0.009611;4401981
Chiliz;19.05.2020;0.009606;0.00971;0.009429;0.009529;0.009529;2705186
Chiliz;20.05.2020;0.009528;0.009855;0.009411;0.00958;0.00958;5867746
Chiliz;21.05.2020;0.009602;0.009609;0.008767;0.009083;0.009083;4114849
Chiliz;22.05.2020;0.009078;0.009544;0.008899;0.009544;0.009544;3629384
Chiliz;23.05.2020;0.009546;0.009546;0.009293;0.009451;0.009451;2428314
Chiliz;24.05.2020;0.009488;0.009795;0.009174;0.009223;0.009223;5376886
Chiliz;25.05.2020;0.009175;0.010087;0.009116;0.00989;0.00989;9649028
Chiliz;26.05.2020;0.009919;0.010114;0.009592;0.009891;0.009891;7616565
Chiliz;27.05.2020;0.009891;0.010197;0.009703;0.009881;0.009881;6466173
